#          N-CA_1           CA-C_1            C-N_1           N-CA_2           CA-C_2            C-N_2           N-CA_3           CA-C_3            C-N_3           N-CA_4           CA-C_4            C-N_4           N-CA_5           CA-C_5            C-N_5           N-CA_6           CA-C_6            C-N_6           N-CA_7           CA-C_7            C-N_7           N-CA_8           CA-C_8            C-N_8           N-CA_9           CA-C_9            C-N_9          N-CA_10          CA-C_10           C-N_10          N-CA_11          CA-C_11           C-N_11          N-CA_12          CA-C_12           C-N_12          N-CA_13          CA-C_13           C-N_13          N-CA_14          CA-C_14
    1.449742327938   1.518218106293   1.320663395162   1.466833233935   1.529256621242   1.345249774647   1.445053416389   1.530272815520   1.317625482512   1.459163476479   1.521637446460   1.324847794008   1.448784324086   1.505175675559   1.334518792433   1.449374976856   1.506160332191   1.306046886110   1.459639342779   1.522400179253   1.353651991582   1.475979258728   1.522981837510   1.320225244117   1.434723197556   1.524341933484   1.331598334078   1.439201684344   1.548325228739   1.325605704796   1.468211864567   1.500254900634   1.346621041012   1.453107023677   1.509678624833   1.344980972600   1.446945636797   1.519992602009   1.328888290953   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.341556787086   1.451895541123   1.527867654017   1.323573776197   1.455144033514   1.537898299336   1.333044383009   1.462925342777   1.501729566813   1.305465285969   1.454238592926   1.538259369433   1.320245659304   1.460341847128   1.528695551512   1.331938157119   1.468479709291   1.523284384402   1.334107142012   1.463296812057   1.512712363482   1.334454934579   1.431109466362   1.531716390365   1.331211532053   1.456141698457   1.531677794939   1.337678480697   1.433592142701   1.540196058202   1.329623664540   1.484780033875   1.516883182982   1.368985137653   1.468171615732   1.538648434412   1.317144851187   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.341285849408   1.477666234887   1.495689610147   1.348808092070   1.445539251184   1.534060157585   1.316567210627   1.430155101633   1.526066166961   1.321789477181   1.443949776661   1.525592853349   1.304458140087   1.469115656441   1.518647362816   1.337352404284   1.452416320527   1.535476865274   1.308718134642   1.466932059479   1.522474732752   1.325196427655   1.447875376737   1.520023899850   1.315394852352   1.440580852437   1.538146327627   1.349335216951   1.483703604746   1.524940919458   1.333711645600   1.452900361064   1.526940620199   1.316786352825   1.452949606797   1.517006403989   1.351368246263   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.333571080697   1.451066122246   1.529625354773   1.339784438443   1.461911577454   1.494810339022   1.337417805505   1.448734167206   1.503159113300   1.334990339857   1.452625940683   1.540998856699   1.346907501173   1.455816285788   1.531705598772   1.353085706282   1.459445022160   1.536521723521   1.320824203169   1.468091217136   1.514457922605   1.343033954573   1.443016095340   1.516575271374   1.308191353035   1.474172141445   1.505042038321   1.331069278714   1.459889572892   1.522878592959   1.330002304715   1.462804320237   1.508685414517   1.319779828382   1.462505992067   1.528215088955   1.312506302137   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.331321292940   1.434702221966   1.515241653776   1.323611337972   1.445750604856   1.530681221813   1.335756232929   1.460960763121   1.520730718921   1.333941226330   1.454295210871   1.517820367461   1.310428939295   1.454702847199   1.515489644808   1.323776796138   1.452694129789   1.510569417131   1.328733801359   1.468332218337   1.525322716862   1.326992085409   1.457904234547   1.539990043640   1.321709691477   1.463575925145   1.520383284776   1.323336017919   1.467084649599   1.527275919053   1.335838660550   1.462067037484   1.508878252125   1.332506451518   1.438184483576   1.510802216595   1.342767692781   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.345118072701   1.472514097965   1.508397562051   1.319728533816   1.439565738463   1.517825779113   1.347904698563   1.426105896282   1.514909072441   1.337038648796   1.450271145087   1.499849674821   1.314464782667   1.432575147998   1.521554960291   1.293414885283   1.446685100818   1.512254666936   1.365249243236   1.459502586365   1.531780364805   1.337084104192   1.445861197269   1.530522602111   1.334918079567   1.480212725306   1.548912315857   1.343133444500   1.440642007661   1.515740825832   1.334848290753   1.463958707359   1.496518910003   1.333726202217   1.470588815629   1.491547039700   1.340852386569   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.336517443807   1.461174095941   1.522097188234   1.334486382645   1.469540158397   1.523722766013   1.332706754547   1.456925300126   1.538314387298   1.331762688772   1.458918506599   1.520011725318   1.326838448298   1.477016897368   1.538958987832   1.296229730463   1.480521718884   1.518041376796   1.361506058550   1.455428318787   1.514667935690   1.307446068954   1.474223983753   1.518383183205   1.344872944427   1.461203953862   1.507299649572   1.325577700150   1.428791503763   1.516254476523   1.347896035147   1.446994246650   1.514598889232   1.320635320258   1.456821431406   1.523534992359   1.331645294976   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.325834696318   1.456557536641   1.525483058614   1.343473199439   1.444382047582   1.517233425811   1.354869063568   1.443188218200   1.509448937416   1.334759524953   1.450031659675   1.527275728399   1.319767816257   1.474602316344   1.527555746990   1.307966346121   1.456821347127   1.524310629469   1.329333765408   1.479413449860   1.504638721871   1.335254977924   1.440515182233   1.529980987453   1.349595611763   1.460976088449   1.519416600591   1.334771054965   1.441380925095   1.539195808339   1.347757604074   1.458813616444   1.520234548582   1.324064051938   1.464891065788   1.514075412506   1.319111799824   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.348338500949   1.461757535276   1.511832919633   1.342862769079   1.451915535212   1.523920093239   1.329279216570   1.472901179099   1.518665603805   1.312493951511   1.469465151441   1.528359313655   1.324175821018   1.473243285739   1.544859295106   1.326890081561   1.472050430202   1.519056043801   1.349912000871   1.449309474182   1.520741015119   1.310850637865   1.500984095240   1.544296813107   1.347277908516   1.456069165437   1.522517413514   1.340229295921   1.469781094724   1.505492515421   1.328998976928   1.445849665308   1.540985464120   1.310657005262   1.467066535085   1.529044086379   1.328426876331   1.446284337741   1.518587254708
    1.449742327938   1.518218106293   1.338541170669   1.462598157409   1.549917636096   1.345792021704   1.450674822158   1.518277423921   1.333076675084   1.451676781791   1.506377032912   1.344676889372   1.451964233872   1.523527502089   1.340158050132   1.451491649914   1.518083288991   1.335514878213   1.442254252577   1.516520268124   1.361463909245   1.481257686615   1.510057459354   1.332461007752   1.451114526802   1.525354541695   1.314409055424   1.463527056172   1.535533954126   1.338264087391   1.474632280374   1.521146700853   1.318643365455   1.465538340348   1.513275873762   1.333599226889   1.485511691356   1.521904274919   1.338579410658   1.446284337741   1.518587254708
